id,country,region,year,title,budget,expense,sdg,solution,donors
00085427,Maldives,AIS,2018,Mangroves for the future,159526,55170,Climate action;Life below water;Affordable and clean energy,Promote nature-based solutions for a sustainable planet,GOVERNMENT OF JAPAN;SWEDISH INTERNATIONAL BIODIVERSITY PROGRAMME (SWEDBIO);UNITED NATIONS DEVELOPMENT PRO;WORLD CONSERVATION UNION
00093960,Maldives,AIS,2018,Disaster Risk Reduction Capacity,142990,205194,No poverty;Sustainable cities and communities;Climate action,Enhance national prevention and recovery capacities for resilient societies,GOVERNMENT OF JAPAN;UNITED NATIONS DEVELOPMENT PRO
00104898,Maldives,AIS,2018,Eliminating POPs through Sound Management of Chemicals,141307,120250,"Responsible consumption and production;Climate action;Industry, innovation and infrastructure",Promote nature-based solutions for a sustainable planet,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00104064,Maldives,AIS,2018,Fisheries Demonstration Project,141000,15015,"Responsible consumption and production;Affordable and clean energy;Industry, innovation and infrastructure",Promote nature-based solutions for a sustainable planet,MONTREAL PROTOCOL
00062536,Maldives,AIS,2018,UN COHERENCE AID EFFECTIVENESS AND M&E STRENGTHENING,113477,112021,,Others,MDTFO/JP_Maldives_one_UN_Fund;UNITED NATIONS POPULATION FUND
00083688,Maldives,AIS,2018,Sustaining inclusive and Sustainable Growth,110000,106713,Reduced inequalities;Partnerships for the goals,Keeping people out of poverty,Ooredoo Maldives;UNITED NATIONS DEVELOPMENT PRO
00065035,Maldives,AIS,2018,Low-Emission Climate Resilience Development Programme,99771,70454,Sustainable cities and communities;Climate action,Enhance national prevention and recovery capacities for resilient societies,MDTFO/JP_Maldives_one_UN_Fund
00047179,Maldives,AIS,2018,UN COORDINATION PROGRAMME IN THE MALDIVES,89048,62477,,Others,FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS;GOVERNMENT OF MALDIVES;GOVERNMENT OF SWITZERLAND;OFFICE OF THE HIGH COMMISSIONER FOR HUMAN RIGHTS;PRIVATE SECTOR;UNITED NATIONS CHILDREN'S FUND;UNITED NATIONS DEVELOPMENT FUND FOR WOMEN (UN WOMEN);UNITED NATIONS DEVELOPMENT PRO;UNITED NATIONS POPULATION FUND;UN Office in Vienna;WORLD HEALTH ORGANIZATION
00086569,Maldives,AIS,2018,Communication,32131,22027,,Others,GOVERNMENT OF AUSTRALIA;UNITED NATIONS DEVELOPMENT PRO
00093840,Maldives,AIS,2018,Maldives - Direct Project Costs,13379,8806,,Others,GOVERNMENT OF JAPAN;MDTFO/JP_Maldives_one_UN_Fund;UNITED NATIONS DEVELOPMENT PRO;WORLD CONSERVATION UNION
00061753,Maldives,AIS,2018,Integrated Water Resources Management,1,-25295,"Responsible consumption and production;Climate action;Industry, innovation and infrastructure",Promote nature-based solutions for a sustainable planet,Adaptation Fund  (AF);UNITED NATIONS DEVELOPMENT PRO
00060884,Maldives,AIS,2018,Tourism Adaptation to Climate Change,0,-133,"Peace, justice, and strong institutions",Others,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00094293,Maldives,AIS,2019,GCF-Managing climate change induced water shortages,9020000,8058636,Sustainable cities and communities;Climate action,Enhance national prevention and recovery capacities for resilient societies,GREEN CLIMATE FUND;UNITED NATIONS DEVELOPMENT PRO
00093667,Maldives,AIS,2019,Integrated Governance Programme II,934248,869466,"Sustainable cities and communities;Peace, justice, and strong institutions;Partnerships for the goals;Gender equality;Industry, innovation and infrastructure","Keeping people out of poverty;Strengthen effective, inclusive and accountable governance;Strenghten gender equality and the empowerment of women and girls","ALIA Investments (PVT) Ltd - Maldives;Allied Insurance Company of the Maldives Pvt. Ltd.;Damas Company Pvt. Ltd.;Dhivehi Raajjeyge Gulhun Plc;Foreign & Commonwealth Office;GOVERNMENT OF AUSTRALIA;GOVERNMENT OF GERMANY;GOVERNMENT OF JAPAN;GOVERNMENT OF MALDIVES;GOVERNMENT OF NETHERLANDS;Jumeirah Management Services (Maldives) Pvt. Ltd;Maldives Aerated Water Company Pvt. Ltd.;MPTFO-UN COVID-19 Response & Recovery Fund;Nalahiya Trading Pvt. Ltd.;Ooredoo Maldives;Soneva Resorts;South Thaufeeg Foundation;State Bank of India;SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC;UNDP Funding Windows;UNITED NATIONS DEVELOPMENT PRO;UNITED NATIONS POPULATION FUND;UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID);US Department of State, Office to monitor & combat Tracking in persons.;Velidhoo Adam Malimee Foundation;WORLD HEALTH ORGANIZATION"
00115707,Maldives,AIS,2019,Enhancing UNDP Engagement,398168,245846,"Responsible consumption and production;Industry, innovation and infrastructure",Promote nature-based solutions for a sustainable planet,ALIA Investments (PVT) Ltd - Maldives;Allied Insurance Company of the Maldives Pvt. Ltd.;Damas Company Pvt. Ltd.;Dhivehi Raajjeyge Gulhun Plc;EUROPEAN ECONOMIC COMMUNITY;INTERNATIONAL FUND FOR AGRICULTURAL DEVELOPMENT;Jumeirah Management Services (Maldives) Pvt. Ltd;Maldives Aerated Water Company Pvt. Ltd.;Nalahiya Trading Pvt. Ltd.;Ooredoo Maldives;South Thaufeeg Foundation;State Bank of India;UNITED NATIONS DEVELOPMENT PRO;Velidhoo Adam Malimee Foundation
00104064,Maldives,AIS,2019,Fisheries Demonstration Project,125985,111864,"Responsible consumption and production;Affordable and clean energy;Industry, innovation and infrastructure",Promote nature-based solutions for a sustainable planet,MONTREAL PROTOCOL
00116903,Maldives,AIS,2019,Communication and initial pilot of Direct Project Costing,111705,75364,,Others,UNITED NATIONS DEVELOPMENT PRO
00069437,Maldives,AIS,2019,HCFC PHASE-OUT MANAGEMENT PLAN FOR MALDIVES,38676,38676,Climate action;Affordable and clean energy,Close the energy gap,MONTREAL PROTOCOL
00077340,Maldives,AIS,2019,Low Emission Climate Resilient Development,31589,49626,Climate action;Clean water and sanitation,Promote nature-based solutions for a sustainable planet,MDTFO/JP_Maldives_one_UN_Fund;UNITED NATIONS DEVELOPMENT PRO
00086569,Maldives,AIS,2019,Communication,29857,18498,,Others,GOVERNMENT OF AUSTRALIA;UNITED NATIONS DEVELOPMENT PRO
00047179,Maldives,AIS,2019,UN COORDINATION PROGRAMME IN THE MALDIVES,7500,3780,,Others,FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS;GOVERNMENT OF MALDIVES;GOVERNMENT OF SWITZERLAND;OFFICE OF THE HIGH COMMISSIONER FOR HUMAN RIGHTS;PRIVATE SECTOR;UNITED NATIONS CHILDREN'S FUND;UNITED NATIONS DEVELOPMENT FUND FOR WOMEN (UN WOMEN);UNITED NATIONS DEVELOPMENT PRO;UNITED NATIONS POPULATION FUND;UN Office in Vienna;WORLD HEALTH ORGANIZATION
00085427,Maldives,AIS,2019,Mangroves for the future,2001,418,Climate action;Life below water;Affordable and clean energy,Promote nature-based solutions for a sustainable planet,GOVERNMENT OF JAPAN;SWEDISH INTERNATIONAL BIODIVERSITY PROGRAMME (SWEDBIO);UNITED NATIONS DEVELOPMENT PRO;WORLD CONSERVATION UNION
00117393,Maldives,AIS,2019,NATIONAL HUMAN RIGHTS SUPPORT,1500,1500,"Peace, justice, and strong institutions","Strengthen effective, inclusive and accountable governance",UNITED NATIONS DEVELOPMENT PRO
00033772,Maldives,AIS,2019,PA  for Maldives MDGs Report- Second VPA2,0,-33,,Others,UNITED NATIONS DEVELOPMENT PRO
00094293,Maldives,AIS,2020,GCF-Managing climate change induced water shortages,5752450,4439089,Sustainable cities and communities;Climate action,Enhance national prevention and recovery capacities for resilient societies,GREEN CLIMATE FUND;UNITED NATIONS DEVELOPMENT PRO
00093667,Maldives,AIS,2020,Integrated Governance Programme II,2256431,1525250,"Sustainable cities and communities;Peace, justice, and strong institutions;Partnerships for the goals;Gender equality;Industry, innovation and infrastructure","Keeping people out of poverty;Strengthen effective, inclusive and accountable governance;Strenghten gender equality and the empowerment of women and girls","ALIA Investments (PVT) Ltd - Maldives;Allied Insurance Company of the Maldives Pvt. Ltd.;Damas Company Pvt. Ltd.;Dhivehi Raajjeyge Gulhun Plc;Foreign & Commonwealth Office;GOVERNMENT OF AUSTRALIA;GOVERNMENT OF GERMANY;GOVERNMENT OF JAPAN;GOVERNMENT OF MALDIVES;GOVERNMENT OF NETHERLANDS;Jumeirah Management Services (Maldives) Pvt. Ltd;Maldives Aerated Water Company Pvt. Ltd.;MPTFO-UN COVID-19 Response & Recovery Fund;Nalahiya Trading Pvt. Ltd.;Ooredoo Maldives;Soneva Resorts;South Thaufeeg Foundation;State Bank of India;SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC;UNDP Funding Windows;UNITED NATIONS DEVELOPMENT PRO;UNITED NATIONS POPULATION FUND;UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID);US Department of State, Office to monitor & combat Tracking in persons.;Velidhoo Adam Malimee Foundation;WORLD HEALTH ORGANIZATION"
00127823,Maldives,AIS,2020,Sustainable Economic Empowerment & Development for SMEs,997540,68215,No poverty;Sustainable cities and communities;Climate action,Enhance national prevention and recovery capacities for resilient societies,GOVERNMENT OF JAPAN
00115707,Maldives,AIS,2020,Enhancing UNDP Engagement,226019,122785,"Responsible consumption and production;Industry, innovation and infrastructure",Promote nature-based solutions for a sustainable planet,ALIA Investments (PVT) Ltd - Maldives;Allied Insurance Company of the Maldives Pvt. Ltd.;Damas Company Pvt. Ltd.;Dhivehi Raajjeyge Gulhun Plc;EUROPEAN ECONOMIC COMMUNITY;INTERNATIONAL FUND FOR AGRICULTURAL DEVELOPMENT;Jumeirah Management Services (Maldives) Pvt. Ltd;Maldives Aerated Water Company Pvt. Ltd.;Nalahiya Trading Pvt. Ltd.;Ooredoo Maldives;South Thaufeeg Foundation;State Bank of India;UNITED NATIONS DEVELOPMENT PRO;Velidhoo Adam Malimee Foundation
00097168,Maldives,AIS,2020,Eliminating POPs through sound management of chemicals,144982,26280,"Responsible consumption and production;Industry, innovation and infrastructure",Promote nature-based solutions for a sustainable planet,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00116903,Maldives,AIS,2020,Communication and initial pilot of Direct Project Costing,100626,80808,,Others,UNITED NATIONS DEVELOPMENT PRO
00128699,Maldives,AIS,2020,Operationalizing Integrated National Financing Framework,63950,28692,,Others,MPTFO - Joint SDG Fund (previously known as The Joint Fund for the 2030 Agenda)
00086569,Maldives,AIS,2020,Communication,28174,20051,,Others,GOVERNMENT OF AUSTRALIA;UNITED NATIONS DEVELOPMENT PRO
00104064,Maldives,AIS,2020,Fisheries Demonstration Project,14121,12593,"Responsible consumption and production;Affordable and clean energy;Industry, innovation and infrastructure",Promote nature-based solutions for a sustainable planet,MONTREAL PROTOCOL
00062536,Maldives,AIS,2020,UN COHERENCE AID EFFECTIVENESS AND M&E STRENGTHENING,10300,331,,Others,MDTFO/JP_Maldives_one_UN_Fund;UNITED NATIONS POPULATION FUND
00093840,Maldives,AIS,2020,Maldives - Direct Project Costs,2640,1770,,Others,GOVERNMENT OF JAPAN;MDTFO/JP_Maldives_one_UN_Fund;UNITED NATIONS DEVELOPMENT PRO;WORLD CONSERVATION UNION
00065035,Maldives,AIS,2020,Low-Emission Climate Resilience Development Programme,1390,-1237,Sustainable cities and communities;Climate action,Enhance national prevention and recovery capacities for resilient societies,MDTFO/JP_Maldives_one_UN_Fund
00077340,Maldives,AIS,2020,Low Emission Climate Resilient Development,1000,-62,Climate action;Clean water and sanitation,Promote nature-based solutions for a sustainable planet,MDTFO/JP_Maldives_one_UN_Fund;UNITED NATIONS DEVELOPMENT PRO
00094293,Maldives,AIS,2021,GCF-Managing climate change induced water shortages,6536714,204889,Sustainable cities and communities;Climate action,Enhance national prevention and recovery capacities for resilient societies,GREEN CLIMATE FUND;UNITED NATIONS DEVELOPMENT PRO
00093667,Maldives,AIS,2021,Integrated Governance Programme II,850550,121883,"Sustainable cities and communities;Peace, justice, and strong institutions;Partnerships for the goals;Gender equality;Industry, innovation and infrastructure","Keeping people out of poverty;Strengthen effective, inclusive and accountable governance;Strenghten gender equality and the empowerment of women and girls","ALIA Investments (PVT) Ltd - Maldives;Allied Insurance Company of the Maldives Pvt. Ltd.;Damas Company Pvt. Ltd.;Dhivehi Raajjeyge Gulhun Plc;Foreign & Commonwealth Office;GOVERNMENT OF AUSTRALIA;GOVERNMENT OF GERMANY;GOVERNMENT OF JAPAN;GOVERNMENT OF MALDIVES;GOVERNMENT OF NETHERLANDS;Jumeirah Management Services (Maldives) Pvt. Ltd;Maldives Aerated Water Company Pvt. Ltd.;MPTFO-UN COVID-19 Response & Recovery Fund;Nalahiya Trading Pvt. Ltd.;Ooredoo Maldives;Soneva Resorts;South Thaufeeg Foundation;State Bank of India;SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC;UNDP Funding Windows;UNITED NATIONS DEVELOPMENT PRO;UNITED NATIONS POPULATION FUND;UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID);US Department of State, Office to monitor & combat Tracking in persons.;Velidhoo Adam Malimee Foundation;WORLD HEALTH ORGANIZATION"
00097168,Maldives,AIS,2021,Eliminating POPs through sound management of chemicals,849888,37167,"Responsible consumption and production;Industry, innovation and infrastructure",Promote nature-based solutions for a sustainable planet,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00128699,Maldives,AIS,2021,Operationalizing Integrated National Financing Framework,309562,24120,,Others,MPTFO - Joint SDG Fund (previously known as The Joint Fund for the 2030 Agenda)
00127823,Maldives,AIS,2021,Sustainable Economic Empowerment & Development for SMEs,280555,37971,No poverty;Sustainable cities and communities;Climate action,Enhance national prevention and recovery capacities for resilient societies,GOVERNMENT OF JAPAN
00115707,Maldives,AIS,2021,Enhancing UNDP Engagement,190328,22489,"Responsible consumption and production;Industry, innovation and infrastructure",Promote nature-based solutions for a sustainable planet,ALIA Investments (PVT) Ltd - Maldives;Allied Insurance Company of the Maldives Pvt. Ltd.;Damas Company Pvt. Ltd.;Dhivehi Raajjeyge Gulhun Plc;EUROPEAN ECONOMIC COMMUNITY;INTERNATIONAL FUND FOR AGRICULTURAL DEVELOPMENT;Jumeirah Management Services (Maldives) Pvt. Ltd;Maldives Aerated Water Company Pvt. Ltd.;Nalahiya Trading Pvt. Ltd.;Ooredoo Maldives;South Thaufeeg Foundation;State Bank of India;UNITED NATIONS DEVELOPMENT PRO;Velidhoo Adam Malimee Foundation
00086569,Maldives,AIS,2021,Communication,43500,1743,,Others,GOVERNMENT OF AUSTRALIA;UNITED NATIONS DEVELOPMENT PRO
00116903,Maldives,AIS,2021,Communication and initial pilot of Direct Project Costing,0,4167,,Others,UNITED NATIONS DEVELOPMENT PRO
00048780,Marshall Islands,Pacific,2012,MH Action for the Devpnt of Marshall Is Renewable Energy,322000,173528,Climate action,Others,Global Environment Fund Truste
00043254,Marshall Islands,Pacific,2012,RMI National Capacity Self Assesment (NCSA),10,0,,Others,UNITED NATIONS DEVELOPMENT PRO
00050090,Marshall Islands,Pacific,2012,MH Millennium Development Goals,0,-16,,Others,GOVERNMENT OF MARSHAL ISLANDS;UNITED NATIONS DEVELOPMENT PRO
00048780,Marshall Islands,Pacific,2013,MH Action for the Devpnt of Marshall Is Renewable Energy,316500,226546,Climate action,Others,Global Environment Fund Truste
00076309,Marshall Islands,Pacific,2013,MH Drought Recovery/Resilience,70000,67840,"Peace, justice, and strong institutions",Others,GOVERNMENT OF UNITED KINGDOM;UNITED NATIONS DEVELOPMENT PRO
00050090,Marshall Islands,Pacific,2013,MH Millennium Development Goals,39000,41091,,Others,GOVERNMENT OF MARSHAL ISLANDS;UNITED NATIONS DEVELOPMENT PRO
00048780,Marshall Islands,Pacific,2014,MH Action for the Devpnt of Marshall Is Renewable Energy,164922,162011,Climate action,Others,Global Environment Fund Truste
00076309,Marshall Islands,Pacific,2014,MH Drought Recovery/Resilience,106637,59272,"Peace, justice, and strong institutions",Others,GOVERNMENT OF UNITED KINGDOM;UNITED NATIONS DEVELOPMENT PRO
00050090,Marshall Islands,Pacific,2014,MH Millennium Development Goals,8001,-114,,Others,GOVERNMENT OF MARSHAL ISLANDS;UNITED NATIONS DEVELOPMENT PRO
00048780,Marshall Islands,Pacific,2015,MH Action for the Devpnt of Marshall Is Renewable Energy,171050,116536,Climate action,Others,Global Environment Fund Truste
00076309,Marshall Islands,Pacific,2015,MH Drought Recovery/Resilience,41000,37077,"Peace, justice, and strong institutions",Others,GOVERNMENT OF UNITED KINGDOM;UNITED NATIONS DEVELOPMENT PRO
00050090,Marshall Islands,Pacific,2015,MH Millennium Development Goals,5625,4029,,Others,GOVERNMENT OF MARSHAL ISLANDS;UNITED NATIONS DEVELOPMENT PRO
00048780,Marshall Islands,Pacific,2016,MH Action for the Devpnt of Marshall Is Renewable Energy,38385,25888,Climate action,Others,Global Environment Fund Truste
00076309,Marshall Islands,Pacific,2016,MH Drought Recovery/Resilience,0,7200,"Peace, justice, and strong institutions",Others,GOVERNMENT OF UNITED KINGDOM;UNITED NATIONS DEVELOPMENT PRO
00048780,Marshall Islands,Pacific,2017,MH Action for the Devpnt of Marshall Is Renewable Energy,25307,23417,Climate action,Others,Global Environment Fund Truste
00101900,Marshall Islands,Pacific,2018,Marshall Islands Ridge to Reef Project,332000,226441,Life below water,Promote nature-based solutions for a sustainable planet,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00048780,Marshall Islands,Pacific,2018,MH Action for the Devpnt of Marshall Is Renewable Energy,5210,5210,Climate action,Others,Global Environment Fund Truste
00050090,Marshall Islands,Pacific,2018,MH Millennium Development Goals,1596,1596,,Others,GOVERNMENT OF MARSHAL ISLANDS;UNITED NATIONS DEVELOPMENT PRO
00101900,Marshall Islands,Pacific,2019,Marshall Islands Ridge to Reef Project,1491914,619262,Life below water,Promote nature-based solutions for a sustainable planet,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00118500,Marshall Islands,Pacific,2019,RMI Disaster Preparedness&Infrastructure,1079926,524915,Climate action,Enhance national prevention and recovery capacities for resilient societies,GOVERNMENT OF JAPAN
00118500,Marshall Islands,Pacific,2020,RMI Disaster Preparedness&Infrastructure,1331818,860873,Climate action,Enhance national prevention and recovery capacities for resilient societies,GOVERNMENT OF JAPAN
00101900,Marshall Islands,Pacific,2020,Marshall Islands Ridge to Reef Project,951899,717084,Life below water,Promote nature-based solutions for a sustainable planet,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00098709,Marshall Islands,Pacific,2020,MH Water Security Project (GCF),283400,180867,Life on Land,Promote nature-based solutions for a sustainable planet,GOVERNMENT OF MARSHAL ISLANDS;GREEN CLIMATE FUND
00118500,Marshall Islands,Pacific,2021,RMI Disaster Preparedness&Infrastructure,5540012,44895,Climate action,Enhance national prevention and recovery capacities for resilient societies,GOVERNMENT OF JAPAN
00101900,Marshall Islands,Pacific,2021,Marshall Islands Ridge to Reef Project,812971,70645,Life below water,Promote nature-based solutions for a sustainable planet,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00098709,Marshall Islands,Pacific,2021,MH Water Security Project (GCF),796581,83219,Life on Land,Promote nature-based solutions for a sustainable planet,GOVERNMENT OF MARSHAL ISLANDS;GREEN CLIMATE FUND
00121234,Marshall Islands,Pacific,2021,DEEP DIVE,795000,0,Climate action,Enhance national prevention and recovery capacities for resilient societies,UNDP Funding Windows
00121370,Marshall Islands,Pacific,2021,RMI 3rd NC and 1st BUR,182500,0,,Others,Global Environment Fund Truste
00058508,Mauritius,AIS,2012,Policy for climate change,2542567,1889671,,Others,GOVERNMENT OF JAPAN;UNITED NATIONS DEVELOPMENT PRO
00043533,Mauritius,AIS,2012,Regional Marine Ecosystem,1589708,1349549,,Others,Global Environment Fund Truste;WORLD METEOROLOGICAL ORGANIZATION
00050118,Mauritius,AIS,2012,Disposal of hazardous chemicals,580244,562882,Responsible consumption and production;Life on Land;Partnerships for the goals,Promote nature-based solutions for a sustainable planet,Global Environment Fund Truste;GOVERNMENT OF MAURITIUS;UNITED NATIONS DEVELOPMENT PRO
00046436,Mauritius,AIS,2012,Strategic Budgeting in the Government of Mauritius,434641,391713,,Others,AG FRANCAISE DE DVLPP;GOVERNMENT OF MAURITIUS;UNITED NATIONS DEVELOPMENT PRO
00034064,Mauritius,AIS,2012,Protecting the lagoons,312654,353325,Life on Land,Others,Global Environment Fund Truste;GOVERNMENT OF MAURITIUS;RODRIGUES REGIONAL ASSEMBLY
00057058,Mauritius,AIS,2012,Fisheries management on Seamounts,289868,289869,,Others,Global Environment Fund Truste
00048159,Mauritius,AIS,2012,Assistance to Energy Efficiency,204064,202673,Climate action,Others,Global Environment Fund Truste;GOVERNMENT OF MAURITIUS
00058905,Mauritius,AIS,2012,Protecting biodiversity,193918,193918,Life on Land,Promote nature-based solutions for a sustainable planet,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00060380,Mauritius,AIS,2012,Chemicals Management,170018,25689,,Others,UNITED NATIONS ENVIRONMENT PROGRAMME
00050804,Mauritius,AIS,2012,Support to Inclusive Development,150000,135729,,Others,UNITED NATIONS DEVELOPMENT PRO;UNITED NATIONS VOLUNTEERS
00032274,Mauritius,AIS,2012,gnSupport+to+UN+Coordination,110000,0,,Others,"INTERNATIONAL LABOUR ORGANIZATION;UN INDUSTRIAL DEVELOPMENT ORGANIZATION;UNITED NATIONS DEVELOPMENT FUND FOR WOMEN (UN WOMEN);UNITED NATIONS DEVELOPMENT PRO;UNITED NATIONS EDUCATIONAL, SCIENTIFIC & CULTURAL ORGANIZATION;UNITED NATIONS POPULATION FUND;WORLD HEALTH ORGANIZATION"
00043569,Mauritius,AIS,2012,Zone Education Prioritaire,99932,99003,,Others,"GOVERNMENT OF MAURITIUS;UNITED NATIONS DEVELOPMENT PRO;UNITED NATIONS EDUCATIONAL, SCIENTIFIC & CULTURAL ORGANIZATION"
00062857,Mauritius,AIS,2012,Climate Change Adaptation in Coastal Zones,55745,55745,Climate action,Enhance national prevention and recovery capacities for resilient societies,Adaptation Fund  (AF);UNITED NATIONS DEVELOPMENT PRO
00043819,Mauritius,AIS,2012,IT Community Empowerment Programme,19339,19320,,Others,MICROSOFT CORPORATION;UNITED NATIONS DEVELOPMENT PRO
00056772,Mauritius,AIS,2012,Maurice Ile Durable,19330,13902,,Others,RODRIGUES REGIONAL ASSEMBLY
00065132,Mauritius,AIS,2012,Energy Efficiency in buildings and industry,16050,2975,Climate action,Close the energy gap,GOVERNMENT OF DENMARK;UNITED NATIONS DEVELOPMENT PRO
00060592,Mauritius,AIS,2012,Integrated Water Resources Management,12265,12265,Responsible consumption and production;Life on Land;Clean water and sanitation,Promote nature-based solutions for a sustainable planet,Global Environment Fund Truste
00042526,Mauritius,AIS,2012,Preventing Land Degradation,3000,2759,,Others,Global Environment Fund Truste;INTERNATIONAL FUND FOR AGRICULTURAL DEVELOPMENT
00060842,Mauritius,AIS,2012,Removal of Barriers to Solar PV Power Generation MRU,3000,34,"Climate action;Affordable and clean energy;Industry, innovation and infrastructure",Close the energy gap,Global Environment Fund Truste;GOVERNMENT OF MAURITIUS;UNITED NATIONS DEVELOPMENT PRO
00035973,Mauritius,AIS,2012,Sustainable Integrated Development Plan of Rodrigues,0,229,,Others,UNITED NATIONS DEVELOPMENT PRO
00044801,Mauritius,AIS,2012,FIGHT AGAINST HIV AND AIDS,0,1165,,Others,UNITED NATIONS DEVELOPMENT PRO
00046717,Mauritius,AIS,2012,Women Empowerment Programme,0,18,,Others,UNITED NATIONS DEVELOPMENT PRO
00060592,Mauritius,AIS,2013,Integrated Water Resources Management,915783,569518,Responsible consumption and production;Life on Land;Clean water and sanitation,Promote nature-based solutions for a sustainable planet,Global Environment Fund Truste
00043533,Mauritius,AIS,2013,Regional Marine Ecosystem,740000,841567,,Others,Global Environment Fund Truste;WORLD METEOROLOGICAL ORGANIZATION
00058508,Mauritius,AIS,2013,Policy for climate change,712591,634623,,Others,GOVERNMENT OF JAPAN;UNITED NATIONS DEVELOPMENT PRO
00050118,Mauritius,AIS,2013,Disposal of hazardous chemicals,574747,555134,Responsible consumption and production;Life on Land;Partnerships for the goals,Promote nature-based solutions for a sustainable planet,Global Environment Fund Truste;GOVERNMENT OF MAURITIUS;UNITED NATIONS DEVELOPMENT PRO
00058905,Mauritius,AIS,2013,Protecting biodiversity,459527,427687,Life on Land,Promote nature-based solutions for a sustainable planet,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00065132,Mauritius,AIS,2013,Energy Efficiency in buildings and industry,409039,163046,Climate action,Close the energy gap,GOVERNMENT OF DENMARK;UNITED NATIONS DEVELOPMENT PRO
00069641,Mauritius,AIS,2013,Planning and Resource Management for Inclusive Growth,341000,274889,No poverty,Strenghten gender equality and the empowerment of women and girls,GOVERNMENT OF MAURITIUS;UNITED NATIONS DEVELOPMENT PRO;WORLD BANK (INT'L. BANK FOR RECONSTRUCTION & DEVELOPMENT)
00060380,Mauritius,AIS,2013,Chemicals Management,203036,63064,,Others,UNITED NATIONS ENVIRONMENT PROGRAMME
00062857,Mauritius,AIS,2013,Climate Change Adaptation in Coastal Zones,185282,185282,Climate action,Enhance national prevention and recovery capacities for resilient societies,Adaptation Fund  (AF);UNITED NATIONS DEVELOPMENT PRO
00069639,Mauritius,AIS,2013,Social Inclusion and Empowerment,166085,154030,"Peace, justice, and strong institutions",Others,GOVERNMENT OF MAURITIUS;UNITED NATIONS DEVELOPMENT PRO
00057058,Mauritius,AIS,2013,Fisheries management on Seamounts,122821,109228,,Others,Global Environment Fund Truste
00032274,Mauritius,AIS,2013,gnSupport+to+UN+Coordination,100401,-5000,,Others,"INTERNATIONAL LABOUR ORGANIZATION;UN INDUSTRIAL DEVELOPMENT ORGANIZATION;UNITED NATIONS DEVELOPMENT FUND FOR WOMEN (UN WOMEN);UNITED NATIONS DEVELOPMENT PRO;UNITED NATIONS EDUCATIONAL, SCIENTIFIC & CULTURAL ORGANIZATION;UNITED NATIONS POPULATION FUND;WORLD HEALTH ORGANIZATION"
00034064,Mauritius,AIS,2013,Protecting the lagoons,46963,32164,Life on Land,Others,Global Environment Fund Truste;GOVERNMENT OF MAURITIUS;RODRIGUES REGIONAL ASSEMBLY
00046436,Mauritius,AIS,2013,Strategic Budgeting in the Government of Mauritius,41776,41770,,Others,AG FRANCAISE DE DVLPP;GOVERNMENT OF MAURITIUS;UNITED NATIONS DEVELOPMENT PRO
00043569,Mauritius,AIS,2013,Zone Education Prioritaire,40296,32511,,Others,"GOVERNMENT OF MAURITIUS;UNITED NATIONS DEVELOPMENT PRO;UNITED NATIONS EDUCATIONAL, SCIENTIFIC & CULTURAL ORGANIZATION"
00048159,Mauritius,AIS,2013,Assistance to Energy Efficiency,35000,2199,Climate action,Others,Global Environment Fund Truste;GOVERNMENT OF MAURITIUS
00042526,Mauritius,AIS,2013,Preventing Land Degradation,19272,12464,,Others,Global Environment Fund Truste;INTERNATIONAL FUND FOR AGRICULTURAL DEVELOPMENT
00050804,Mauritius,AIS,2013,Support to Inclusive Development,12632,12632,,Others,UNITED NATIONS DEVELOPMENT PRO;UNITED NATIONS VOLUNTEERS
00035973,Mauritius,AIS,2013,Sustainable Integrated Development Plan of Rodrigues,6442,6067,,Others,UNITED NATIONS DEVELOPMENT PRO
00060842,Mauritius,AIS,2013,Removal of Barriers to Solar PV Power Generation MRU,5000,0,"Climate action;Affordable and clean energy;Industry, innovation and infrastructure",Close the energy gap,Global Environment Fund Truste;GOVERNMENT OF MAURITIUS;UNITED NATIONS DEVELOPMENT PRO
00044801,Mauritius,AIS,2013,FIGHT AGAINST HIV AND AIDS,1100,-436,,Others,UNITED NATIONS DEVELOPMENT PRO
